Date,Close,High,Low,Open,Volume,DateRef,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,,
2015-06-24 02:00:00+02:00,8.086669921875,8.108329772949219,8.066670417785645,8.066670417785645,7524,2015-06-24 02:00:00+02:00,60.25951854788373,-0.02020419945247376,-0.0360773099620069,8.013750004768372,8.088216390609741,8.239704097568781,7.7877959119679625,92.21792016446805,81.61673590535445,67.57830754378594,287.08994149092325,820.5685518832822
2015-06-25 02:00:00+02:00,8.045000076293945,8.092499732971191,8.043330192565918,8.043330192565918,59124,2015-06-25 02:00:00+02:00,51.38163645564961,-0.015424451402196837,-0.03194673825004489,8.00208351612091,8.082199792861939,8.19168941263914,7.81247761960268,77.24653075209869,89.82148363885558,66.28978739253374,296.59997575410256,850.9997906036126
2015-06-26 02:00:00+02:00,8.050000190734863,8.050000190734863,8.010000228881836,8.050000190734863,12,2015-06-26 02:00:00+02:00,60.6730218219692,-0.011104987801683563,-0.027778388160372626,7.995500016212463,8.074499788284301,8.167143567438298,7.823856464986627,79.04300154188796,82.83581748615157,64.84890879458028,313.5093072193156,921.1725959378883
2015-06-29 02:00:00+02:00,7.923329830169678,7.983329772949219,7.923329830169678,7.923329830169678,12,2015-06-29 02:00:00+02:00,53.54812891869781,-0.017698998213299788,-0.025762510170958063,7.97975001335144,8.06608299255371,8.11051545529562,7.848984571407261,33.53212266575296,63.27388498657987,63.73738934387024,298.90193273521686,891.309066596178
2015-06-30 02:00:00+02:00,7.893330097198486,7.893330097198486,7.876669883728027,7.891670227050781,876,2015-06-30 02:00:00+02:00,46.774196029330106,-0.025056688793170245,-0.0256213458954005,7.9703330278396605,8.059549589157104,8.097264645560653,7.843401410118668,22.753640568785336,45.10958825880875,64.49282251001115,232.76864480699854,980.3372762579708
2015-07-01 02:00:00+02:00,7.997499942779541,7.997499942779541,7.945000171661377,7.945000171661377,8280,2015-07-01 02:00:00+02:00,49.8098815195264,-0.02222586964223705,-0.02494225064476781,7.969333028793335,8.053132991790772,8.095008964799064,7.843657092787606,60.180400890868604,38.82205470846896,63.389309654569296,359.72152683403664,819.9090299798403
2015-07-02 02:00:00+02:00,7.983329772949219,8.041669845581055,7.983329772949219,8.041669845581055,360,2015-07-02 02:00:00+02:00,54.057178927352034,-0.02088508904443831,-0.024130818324701913,7.971416020393372,8.046532993316651,8.096541203663305,7.84629083712344,55.08925818057221,46.007766546742054,62.048640829103284,385.19411576237667,854.863389789312
2015-07-03 02:00:00+02:00,7.965829849243164,8.00333023071289,7.965829849243164,7.985829830169678,19764,2015-07-03 02:00:00+02:00,56.223154885718714,-0.020992618512238437,-0.02350317836220922,7.968373990058899,8.039116191864014,8.090771576257861,7.845976403859936,48.801781737193764,54.69048026954486,59.05429440163893,388.6344319445335,822.7212897604458
2015-07-06 02:00:00+02:00,7.990829944610596,8.014169692993164,7.935830116271973,7.9375,210888,2015-07-06 02:00:00+02:00,54.99948248571787,-0.01884332352451068,-0.022571207394669515,7.971498990058899,8.032899389266968,8.092778124445818,7.85021985567198,50.69865990148335,51.529899939749775,55.82627059904239,398.6645462029852,805.4866521321524
2015-07-07 02:00:00+02:00,7.969170093536377,8.067500114440918,7.969170093536377,8.037500381469727,155352,2015-07-07 02:00:00+02:00,51.24849489082129,-0.018672515588200156,-0.021791469033375643,7.976082491874695,8.02621618270874,8.089047730762015,7.863117252987374,41.61047909822454,47.03697357896721,51.07221316946374,472.8722925680729,630.1107322342148
2015-07-08 02:00:00+02:00,7.938330173492432,7.980830192565918,7.938330173492432,7.966670036315918,3672,2015-07-08 02:00:00+02:00,50.43354082874682,-0.02078606406794936,-0.021590388040290388,7.976332497596741,8.019166193008424,8.088920855094162,7.86374414009932,26.616731093025077,39.641956697577655,45.88485315307911,493.8248810354736,578.9785257347166
2015-07-09 02:00:00+02:00,7.990829944610596,7.995830059051514,7.935830116271973,7.995830059051514,5076,2015-07-09 02:00:00+02:00,51.48515893223953,-0.018017083966384462,-0.020875727225509205,7.97587399482727,8.015082798004151,8.088130728267759,7.863617261386781,49.27916579186787,39.16879199437249,40.707591210705566,534.7696539551226,443.974732249271
2015-07-10 02:00:00+02:00,7.951670169830322,7.978330135345459,7.914999961853027,7.914999961853027,168,2015-07-10 02:00:00+02:00,48.40423953413519,-0.01876618889530768,-0.020453819559468903,7.976749014854431,8.013416204452515,8.087904427136971,7.865593602571891,32.375171357646565,36.090356080846504,35.75037005735251,506.9140790300529,414.8660468652729
2015-07-13 02:00:00+02:00,8.119999885559082,8.119999885559082,7.956669807434082,8.052499771118164,480,2015-07-13 02:00:00+02:00,52.33438308401754,-0.005711223252763631,-0.01750530029812785,7.988082504272461,8.016082801818847,8.109201743880691,7.86696326466423,100.0,60.551445716504816,32.74328915208503,515.499431275266,394.00377107889705
2015-07-14 02:00:00+02:00,8.170000076293945,8.170000076293945,8.104169845581055,8.104169845581055,12012,2015-07-14 02:00:00+02:00,55.73370535245574,0.008570730551472394,-0.012290094128207803,7.999874019622803,8.018016204833984,8.142841448226225,7.856906591019382,100.0,77.45839045254887,30.00686318463897,477.02786338404115,581.3027457128983
2015-07-15 02:00:00+02:00,8.229999542236328,8.235830307006836,8.179169654846191,8.179169654846191,7548,2015-07-15 02:00:00+02:00,62.41608934085009,0.024448905538212884,-0.0049422941949236665,8.013624000549317,8.023316192626954,8.18789018470219,7.839357816396444,98.37655699442655,99.45885233147551,27.65283445423326,469.5885783710512,639.9349059631297
2015-07-16 02:00:00+02:00,8.31583023071289,8.324170112609863,8.267499923706055,8.324170112609863,8940,2015-07-16 02:00:00+02:00,66.0947288800097,0.04345734364802567,0.004737633373666201,8.032749009132385,8.033016195297241,8.248847187796176,7.816650830468592,98.13634019410192,98.83763239617615,24.203304283589187,557.1055051814847,567.4827478542345
2015-07-17 02:00:00+02:00,8.351670265197754,8.351670265197754,8.3149995803833,8.3149995803833,15060,2015-07-17 02:00:00+02:00,79.13883761892559,0.060713788295268856,0.015932864357986732,8.051666021347046,8.042232999801636,8.3083003476351,7.7950316950589915,100.0,98.83763239617615,20.903556857087384,605.666527502734,563.8355119262259
2015-07-20 02:00:00+02:00,8.374170303344727,8.374170303344727,8.373330116271973,8.374170303344727,12,2015-07-20 02:00:00+02:00,83.04746024224,0.07533677459990251,0.02781364640636989,8.07179102897644,8.049282999038697,8.3628326960035,7.780749361949381,100.0,99.37878006470062,16.65853456154398,620.1783278044305,593.548704392463
2015-07-21 02:00:00+02:00,8.286669731140137,8.407500267028809,8.286669731140137,8.286669731140137,12,2015-07-21 02:00:00+02:00,70.34028545956683,0.07895488888379454,0.03804189490185482,8.081708002090455,8.053832998275757,8.38822745448793,7.77518854969298,75.46589624029866,91.82196541343289,15.3032332948697,467.8172763579947,702.2661583514957
2015-07-22 02:00:00+02:00,8.296669960021973,8.296669960021973,8.2475004196167,8.2475004196167,21492,2015-07-22 02:00:00+02:00,72.1704969182995,0.08168756204968197,0.04677102833142025,8.092208003997802,8.060682992935181,8.413475674566309,7.770940333429296,77.49639830836676,84.32076484955515,14.736460608843174,411.1664123269712,762.5883597694843
2015-07-23 02:00:00+02:00,8.213330268859863,8.281669616699219,8.213330268859863,8.233329772949219,58224,2015-07-23 02:00:00+02:00,66.01944384432579,0.07624945241971481,0.05266671314907917,8.100624513626098,8.067432994842529,8.425484520283282,7.7757645069689145,60.574644090902055,71.1789795465225,14.41147371649629,393.4136542577201,751.6450369079513
2015-07-24 02:00:00+02:00,8.154170036315918,8.188329696655273,8.154170036315918,8.188329696655273,192,2015-07-24 02:00:00+02:00,60.12446732230333,0.06640055079820328,0.055413480678904,8.10583300590515,8.07198299407959,8.430615798663217,7.781050213147085,48.562421576069276,62.21115465844603,14.392374977359795,400.6515227125007,804.6342091505002
2015-07-27 02:00:00+02:00,7.974999904632568,8.080829620361328,7.950829982757568,8.023329734802246,20280,2015-07-27 02:00:00+02:00,50.30232263705656,0.043634699412898215,0.05305772442570284,8.108416509628295,8.073466396331787,8.427864964624034,7.788968054632557,12.182721949405915,40.43992920545908,17.17557823384409,298.92178841754674,979.0840167297947
2015-07-28 02:00:00+02:00,8.067500114440918,8.067500114440918,8.044170379638672,8.0600004196167,43992,2015-07-28 02:00:00+02:00,56.295870029744485,0.032679878746296964,0.048982155289821666,8.117125010490417,8.075366401672364,8.421001708124566,7.813248312856269,30.96447880036559,30.569874108613593,20.598226335175216,286.4406813406213,1011.2729324508838
2015-07-29 02:00:00+02:00,8.162500381469727,8.162500381469727,8.104169845581055,8.114999771118164,30528,2015-07-29 02:00:00+02:00,58.034513555963905,0.0313029906508735,0.04544632236203204,8.125375032424927,8.075683002471925,8.424499187324985,7.826250877524869,50.2538611683423,31.133687306037938,23.1768199748499,369.1789206203787,982.5550228571959
2015-07-30 02:00:00+02:00,8.245829582214355,8.245829582214355,8.217499732971191,8.217499732971191,24024,2015-07-30 02:00:00+02:00,63.22063981435722,0.03651484658251114,0.04366002720612786,8.138500022888184,8.077149600982667,8.43439994215124,7.84260010362513,64.59794070629117,48.605426891666355,25.98615670827254,366.9462185888633,1081.0478563306417
2015-07-31 02:00:00+02:00,8.173330307006836,8.229999542236328,8.133330345153809,8.208330154418945,61848,2015-07-31 02:00:00+02:00,52.622798427099525,0.03439866791886281,0.041807755348674855,8.148875045776368,8.077299613952636,8.433624227512087,7.864125864040648,48.72231277415744,54.5247048829303,30.036778494853007,216.755993631276,1231.5266333948891
2015-08-03 02:00:00+02:00,8.200830459594727,8.200830459594727,8.125,8.125,540,2015-08-03 02:00:00+02:00,51.55055862893935,0.03454242993676182,0.04035469026629225,8.159375071525574,8.077016220092773,8.434924688255053,7.883825454796094,54.74419629385605,56.02148325810155,34.063776759576804,214.9408351361906,1058.0563960903353
2015-08-04 02:00:00+02:00,8.172499656677246,8.217499732971191,8.162500381469727,8.166669845581055,49944,2015-08-04 02:00:00+02:00,47.01299769335036,0.032001411000823765,0.03868403441319856,8.169541549682616,8.075449619293213,8.430141357454108,7.908941741911125,48.54041998231192,50.668976350108466,37.61161273883151,216.908146373936,1023.3753108826246
2015-08-05 02:00:00+02:00,8.296669960021973,8.305000305175781,8.231670379638672,8.245829582214355,87408,2015-08-05 02:00:00+02:00,49.042791612432325,0.03955121909844728,0.03885747135024831,8.187458539009095,8.075616416931153,8.429757091779804,7.945159986238385,75.73078196149761,59.67179941255518,42.19963157870681,209.140883706189,991.2667621118894
2015-08-06 02:00:00+02:00,8.157500267028809,8.239999771118164,8.157500267028809,8.220829963684082,118308,2015-08-06 02:00:00+02:00,41.20742921747752,0.03391372891794653,0.03786872286378795,8.195792055130005,8.073199825286865,8.420437525669637,7.971146584590371,45.255908122212745,56.50903668867409,46.659871647487854,192.95206598237513,942.7342757466373
2015-08-07 02:00:00+02:00,8.085000038146973,8.147500038146973,8.085000038146973,8.1466703414917,3972,2015-08-07 02:00:00+02:00,37.472815219510906,0.02332691659885633,0.03496036161080163,8.202458548545838,8.071266422271728,8.403247557349138,8.001669539742538,29.380071357941418,50.12225381388392,51.25048218946621,185.9313591793027,922.8682210891507
2015-08-10 02:00:00+02:00,8.174169540405273,8.174169540405273,8.125829696655273,8.166669845581055,2532,2015-08-10 02:00:00+02:00,45.13340088086826,0.0218798083626357,0.03234425096116844,8.205167031288147,8.069983215332032,8.402707802867457,8.007626259708836,63.05993007058912,45.898636516914415,54.46128793547212,190.3162698316855,896.8392907122286
2015-08-11 02:00:00+02:00,8.048330307006836,8.170829772949219,8.048330307006836,8.125,120,2015-08-11 02:00:00+02:00,40.235756517669934,0.010458234192929794,0.027967047607520716,8.199083542823791,8.069316425323485,8.408331348468334,7.989835737179248,27.529219157481194,39.989740195337234,57.053421289505,180.0346209569684,886.200538130092
2015-08-12 02:00:00+02:00,7.86667013168335,7.979169845581055,7.86667013168335,7.979169845581055,4164,2015-08-12 02:00:00+02:00,37.34816471563612,-0.013100884731567675,0.019753461139703037,8.180917072296143,8.066299829483032,8.436762224334073,7.925071920258213,0.0,30.196383076023427,59.839119003147985,168.36996944154222,964.8525888277021
2015-08-13 02:00:00+02:00,8.0,8.063329696655273,8.0,8.042499542236328,336780,2015-08-13 02:00:00+02:00,44.66232720803582,-0.020773585165882125,0.011648051878586006,8.165125560760497,8.067466430664062,8.42486693563532,7.905384185885675,30.417679726297127,19.31563296125943,62.58620955372362,154.3815774082037,947.4331721208649
2015-08-14 02:00:00+02:00,8.016670227050781,8.016670227050781,7.974170207977295,7.974170207977295,60,2015-08-14 02:00:00+02:00,51.6256271264633,-0.025218405454632276,0.004274760411942349,8.14837555885315,8.067266426086427,8.400561923411797,7.896189194294503,34.22080076584588,21.54616016404766,63.61010537023568,171.00012893029975,883.0964717776681
2015-08-17 02:00:00+02:00,8.094169616699219,8.099169731140137,8.034170150756836,8.099169731140137,3504,2015-08-17 02:00:00+02:00,51.05274213633811,-0.022231137783498056,-0.0010264192271457321,8.134375524520873,8.070583219528197,8.363848751959576,7.90490229708217,51.901397342384236,38.8466259448424,63.3654955128769,249.97386347900706,800.9993885949667
2015-08-18 02:00:00+02:00,8.139169692993164,8.139169692993164,8.104999542236328,8.104999542236328,1356,2015-08-18 02:00:00+02:00,49.04120573552108,-0.016047589929005568,-0.0040306533675177,8.127000522613525,8.075816612243653,8.345062303162438,7.908938742064611,62.167648450630686,49.42994885295359,65.03904774371695,165.95123427133188,898.067757331733
2015-08-19 02:00:00+02:00,8.013330459594727,8.108329772949219,8.013330459594727,8.074170112609863,84,2015-08-19 02:00:00+02:00,40.76782262804239,-0.021058508776453877,-0.007436224449304935,8.112833547592164,8.077416620254517,8.321077365852776,7.904589729331551,33.458871138815006,49.17597231060997,66.38602198712657,161.17385877980297,851.6781382041756
2015-08-20 02:00:00+02:00,7.851669788360596,7.980830192565918,7.851669788360596,7.891670227050781,432,2015-08-20 02:00:00+02:00,38.07197649798969,-0.03764046730209181,-0.01347707301986231,8.0947505235672,8.074450016021729,8.32760605603338,7.861894991101019,0.0,31.875506529815226,66.40455516448033,155.98091686787126,895.3384080847678
2015-08-21 02:00:00+02:00,7.538330078125,7.722499847412109,7.538330078125,7.682499885559082,32952,2015-08-21 02:00:00+02:00,29.72987247025347,-0.07519883941587668,-0.025821426299065187,8.063958525657654,8.066533222198487,8.402582105262558,7.725334946052748,0.0,11.15295704627166,67.14271209807092,134.97137767114918,1016.9044401724506
2015-08-24 02:00:00+02:00,7.110829830169678,7.250830173492432,6.865829944610596,7.250830173492432,96420,2015-08-24 02:00:00+02:00,23.89356042493847,-0.13787053148532546,-0.04823124733631724,8.020750021934509,8.05088321685791,8.565169430534002,7.476330613335015,17.023688944154365,5.674562981384779,68.4767567380138,99.96483062219356,1126.555043280766
2015-08-25 02:00:00+02:00,7.215000152587891,7.255000114440918,7.074999809265137,7.074999809265137,693432,2015-08-25 02:00:00+02:00,23.13754263673478,-0.17709122711337866,-0.07400324329172953,7.978125023841858,8.036499824523926,8.630016815110919,7.326233232572798,25.40953827116883,14.14440907177439,70.4317896768544,47.56310830983189,1225.1108570602723
2015-08-26 02:00:00+02:00,7.097499847412109,7.215000152587891,7.037499904632568,7.040830135345459,38784,2015-08-26 02:00:00+02:00,23.38927815049317,-0.21517480242444176,-0.10223755511827198,7.924874997138977,8.019349822998047,8.679282248977104,7.170467745300848,17.70716896027279,20.046798725198652,72.31600669814593,46.8240060514454,1185.260562627453
2015-08-27 02:00:00+02:00,7.519169807434082,7.519169807434082,7.369999885559082,7.375,131712,2015-08-27 02:00:00+02:00,37.913995106247235,-0.20892273723991028,-0.12357459154259966,7.888542008399964,8.011066617965698,8.64784252675557,7.1292414900443575,49.936565775696145,31.01775766904591,74.22669348475192,41.017733230531995,1167.5544825350905
2015-08-28 02:00:00+02:00,7.627500057220459,7.627500057220459,7.49167013168335,7.49167013168335,444,2015-08-28 02:00:00+02:00,38.41806688179477,-0.19300178034895676,-0.13746002930387108,7.861250495910644,8.004150018692016,8.616679138088092,7.105821853733196,58.36553354796489,42.00308942797793,76.25829744554675,40.3491199123119,1188.060425497181
2015-08-31 02:00:00+02:00,7.555830001831055,7.555830001831055,7.535830020904541,7.555830001831055,12,2015-08-31 02:00:00+02:00,39.32059032636033,-0.1840459150626197,-0.1467772064556208,7.829000473022461,7.995833215713501,8.578436739151128,7.079564206893794,54.188213169102454,54.163437497587815,78.19490116619374,40.83657973607407,1185.910665493033
2015-09-01 02:00:00+02:00,7.355830192565918,7.439169883728027,7.355830192565918,7.439169883728027,40296,2015-09-01 02:00:00+02:00,39.010319523839904,-0.19088622288435886,-0.15559900974136842,7.7881669998168945,7.981183214187622,8.547725165033933,7.028608834599857,38.481500995923064,50.345082570996794,79.84155031080572,40.57349053534918,1177.4538861467984
2015-09-02 02:00:00+02:00,7.345829963684082,7.346670150756836,7.345829963684082,7.345829963684082,12,2015-09-02 02:00:00+02:00,35.13824450473382,-0.1948678358989815,-0.16345277497289104,7.740625,7.966366415023804,8.485048880130844,6.9962011198691565,37.696146663386244,43.455286942803916,81.34239612444803,43.420630659619306,1195.1685819256084
2015-09-03 02:00:00+02:00,7.583330154418945,7.583330154418945,7.431670188903809,7.431670188903809,2688,2015-09-03 02:00:00+02:00,41.05290558559864,-0.17682073303530288,-0.16612636658537341,7.711916494369507,7.957133016586304,8.432554508835393,6.99127847990362,56.34790013582302,44.17518259837743,81.88175109229083,156.50498798307777,1100.8712644407665
2015-09-04 02:00:00+02:00,7.40500020980835,7.462500095367432,7.40500020980835,7.40500020980835,12,2015-09-04 02:00:00+02:00,36.33961545826545,-0.17489196445822053,-0.16787948615994286,7.677916502952575,7.9442330169677735,8.388535542094555,6.967297463810596,42.34300122042236,45.4623493398772,83.93175412350494,112.28123246203639,1077.7730969476409
2015-09-07 02:00:00+02:00,7.425000190734863,7.478330135345459,7.410830020904541,7.410830020904541,85332,2015-09-07 02:00:00+02:00,35.702374724590754,-0.16979231009220008,-0.16826205094639432,7.640458035469055,7.934266424179077,8.3192013149493,6.961714755988811,45.003647756792674,47.89818303767934,84.68959877701344,118.65251826530829,1034.2394001830733
2015-09-08 02:00:00+02:00,7.468329906463623,7.507500171661377,7.451670169830322,7.487500190734863,396156,2015-09-08 02:00:00+02:00,38.71635116124095,-0.16040539775194418,-0.1666907203075043,7.611458015441895,7.92576642036438,8.265954586461353,6.9569614444224355,54.035859001635785,47.12750265961694,85.46151382095844,120.40408752219467,1025.2683987549544
2015-09-09 02:00:00+02:00,7.574999809265137,7.637499809265137,7.574999809265137,7.637499809265137,2460,2015-09-09 02:00:00+02:00,44.13837428760142,-0.14271371751541917,-0.16189531974908727,7.596874499320984,7.917316417694092,8.240332225357974,6.953416773283994,82.78216175628296,60.607222838237135,85.27631286584018,181.93124100059748,945.7587622265511
2015-09-10 02:00:00+02:00,7.400829792022705,7.481669902801514,7.335830211639404,7.466670036315918,80028,2015-09-10 02:00:00+02:00,46.90431934618174,-0.14112025183929866,-0.15774030616712956,7.566915988922119,7.905666418075562,8.186704216887273,6.947127760956966,69.33014646770178,68.7160557418735,84.5710880673581,186.63429440762522,934.0162995842172
2015-09-11 02:00:00+02:00,7.349999904632568,7.404170036315918,7.349999904632568,7.404170036315918,1644,2015-09-11 02:00:00+02:00,56.48448897041142,-0.14231840790378225,-0.1546559265144601,7.533582472801209,7.893349819183349,8.122462609422547,6.944702336179871,52.08334161175754,68.0652166119141,82.40024465439048,237.90474189012096,781.1256952338744
2015-09-14 02:00:00+02:00,7.381669998168945,7.449999809265137,7.381669998168945,7.381669998168945,321888,2015-09-14 02:00:00+02:00,54.7037488204697,-0.1391088827388236,-0.1515465177593328,7.497957491874695,7.8811666202545165,8.027235210525093,6.968679773224296,57.36169137345812,59.59172648430581,78.78576325198856,276.22823185353536,675.0158646271202
2015-09-15 02:00:00+02:00,7.480000019073486,7.480000019073486,7.390830039978027,7.390830039978027,44232,2015-09-15 02:00:00+02:00,60.91298599636107,-0.12716502081105663,-0.14667021836967759,7.464999008178711,7.871383218765259,7.899821402036093,7.030176614321329,47.79063205863617,52.4118883479506,74.86705613898515,306.7633349131629,675.4658844572351
2015-09-16 02:00:00+02:00,7.542500019073486,7.542500019073486,7.53000020980835,7.542500019073486,12,2015-09-16 02:00:00+02:00,50.83721049614566,-0.11137236521738103,-0.13961064773921827,7.441457486152649,7.86346661567688,7.794590800278453,7.088324172026844,68.50866280880174,57.88699541363201,70.21331732247059,370.35941007041777,659.2727027521698
2015-09-17 02:00:00+02:00,7.570000171661377,7.570000171661377,7.493330001831055,7.493330001831055,3036,2015-09-17 02:00:00+02:00,47.80952816917783,-0.09553625689375966,-0.13079576957012656,7.427374005317688,7.855050020217895,7.7305578487309505,7.1241901619044254,77.62464692000435,64.64131392914742,65.17667520228692,383.4532070688649,611.4655333564342
2015-09-18 02:00:00+02:00,7.432499885559082,7.475830078125,7.398330211639404,7.459169864654541,24948,2015-09-18 02:00:00+02:00,45.526104212044146,-0.09300900103704457,-0.12323841586351017,7.422082495689392,7.84466661453247,7.7207733680606285,7.123391623318156,32.044884430021796,59.392731386275955,60.372084423289216,365.95732413748084,624.1605430484467
2015-09-21 02:00:00+02:00,7.55417013168335,7.55417013168335,7.409999847412109,7.55417013168335,12,2015-09-21 02:00:00+02:00,57.62845527948329,-0.08026313705919819,-0.11464336010264778,7.444249510765076,7.833350019454956,7.709626508745808,7.178872512784343,72.37717083934643,60.68223406312419,54.11314365200799,442.6032820243729,496.236028896017
2015-09-22 02:00:00+02:00,7.434999942779541,7.543330192565918,7.434999942779541,7.495830059051514,72708,2015-09-22 02:00:00+02:00,53.163917035643415,-0.07886883548416179,-0.10748845517895059,7.455249500274658,7.818650016784668,7.69787930641044,7.212619694138877,32.87362462795208,45.7652266324401,47.9667309453818,415.8586580794393,477.8740330593476
2015-09-23 02:00:00+02:00,7.445000171661377,7.502500057220459,7.442500114440918,7.474999904632568,26652,2015-09-23 02:00:00+02:00,44.14684705442745,-0.07607990476118953,-0.10120674509539838,7.472624516487121,7.802950029373169,7.647770301938853,7.2974787310353895,36.18858541967322,47.14646029565724,45.107603476486204,256.61678952163334,533.9258301924008
2015-09-24 02:00:00+02:00,7.28249979019165,7.394999980926514,7.25832986831665,7.305830001831055,1500,2015-09-24 02:00:00+02:00,44.74626433467242,-0.08599083100987936,-0.09816356227829459,7.460791015625,7.782283420562744,7.653768533733994,7.2678134975160065,6.374429843921542,25.14554663051561,42.49340498079231,255.31572603857896,665.2599034510986
2015-09-25 02:00:00+02:00,7.454999923706055,7.538330078125,7.451670169830322,7.531670093536377,24024,2015-09-25 02:00:00+02:00,51.13778328839878,-0.07901515481599652,-0.09433388078583499,7.45216600894928,7.76435001373291,7.62847038047849,7.2758616374200695,51.86857768773493,31.47719765044322,40.739726979842494,217.69247889611955,746.9368095561512
2015-09-28 02:00:00+02:00,7.244999885559082,7.434999942779541,7.244999885559082,7.244999885559082,12,2015-09-28 02:00:00+02:00,42.480529301174094,-0.08940156363517993,-0.09334741735570398,7.436624503135681,7.741766605377197,7.628559887245031,7.24468911902633,0.0,19.414335843885485,39.392321253991234,203.4952887529098,816.9758066876489
2015-09-29 02:00:00+02:00,7.197500228881836,7.219170093536377,7.140830039978027,7.219170093536377,186264,2015-09-29 02:00:00+02:00,36.76221638241646,-0.10030938858588545,-0.09473981160174028,7.428708004951477,7.719983215332031,7.646053444042384,7.211362565860569,13.204597598982263,21.691058428905723,40.12298576359285,114.19876725078156,922.2345705144814
2015-09-30 02:00:00+02:00,7.351669788360596,7.351669788360596,7.264170169830322,7.300829887390137,3000,2015-09-30 02:00:00+02:00,48.25158008345255,-0.09541385195253849,-0.09487461967189992,7.428999996185302,7.701083211898804,7.64589184476585,7.212108147604755,49.1273117156555,20.77730310487925,39.33372145364782,222.3451505691732,780.1600516510395
2015-10-01 02:00:00+02:00,7.315830230712891,7.453330039978027,7.315830230712891,7.389999866485596,9624,2015-10-01 02:00:00+02:00,48.77162668312292,-0.09334997626067221,-0.09456969098965438,7.415625,7.683133211135864,7.625317325500601,7.2059326744994,40.776414250556925,34.36944118839822,38.64897322385105,287.9031089163614,735.2276853600285
