Date,Close,High,Low,Open,Volume,DateRef,Afficher,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,,,
2020-06-11 02:00:00+02:00,12.76669979095459,13.039899826049805,12.76669979095459,13.03600025177002,61869,2020-06-11 02:00:00+02:00,True,51.358284846556096,0.20120854952142686,0.21823442040451274,12.92670497894287,12.419957962036133,13.459202184775465,12.394207773110276,3.3439339312357395,53.55942859378982,56.90568095001869,268.92689712300535,761.6713879213413
2020-06-12 02:00:00+02:00,12.7052001953125,12.852399826049805,12.649999618530273,12.65310001373291,90236,2020-06-12 02:00:00+02:00,True,44.22308325260217,0.15919647935328207,0.20642683219426664,12.945510005950927,12.44888397216797,13.411565732881888,12.479454279019967,6.531836524659426,28.29822908019948,55.08871634987457,272.1766399032312,701.4890861607245
2020-06-15 02:00:00+02:00,12.619500160217285,12.648200035095215,12.350000381469727,12.402700424194336,568965,2020-06-15 02:00:00+02:00,True,43.25113296119274,0.1176303648338557,0.18866753872218447,12.936860036849975,12.486161975860595,13.420946044013471,12.452774029686479,23.53505051951989,11.136940325138353,54.580026514076266,226.12977246383292,775.3209830810674
2020-06-16 02:00:00+02:00,13.091300010681152,13.210000038146973,12.8858003616333,12.90530014038086,658282,2020-06-16 02:00:00+02:00,True,54.918064888330555,0.12136025902419867,0.17520608278258734,12.95348505973816,12.531181983947754,13.434652464228238,12.472317655248082,64.73669219570859,31.601193079962638,51.62745904612202,419.965498277508,658.8910160627569
2020-06-17 02:00:00+02:00,13.138500213623047,13.225799560546875,13.096599578857422,13.109999656677246,27478,2020-06-17 02:00:00+02:00,True,52.78915390163695,0.126664776256737,0.1654978214774173,12.972095060348511,12.576705989837647,13.45156749662565,12.492622624071373,68.85862196474794,52.37678822665881,48.59238060975992,430.76903018226005,681.8559198935874
2020-06-18 02:00:00+02:00,13.084799766540527,13.110400199890137,12.978300094604492,13.046600341796875,11238,2020-06-18 02:00:00+02:00,True,57.182529782856825,0.12509346746930206,0.15741695067579425,12.992545032501221,12.611863994598389,13.453332318497463,12.53175774650498,64.16903468240828,65.92144961428826,44.46200514484557,443.37468515078393,657.784913036298
2020-06-19 02:00:00+02:00,13.199999809265137,13.240099906921387,13.153800010681152,13.153800010681152,7061,2020-06-19 02:00:00+02:00,True,56.36754702098494,0.1316265655031117,0.15225887364125773,13.01727499961853,12.640881996154786,13.466109148176592,12.568440851060469,74.22929832334492,69.08565165683372,41.42899255696275,412.1546176396005,732.2337596329027
2020-06-22 02:00:00+02:00,13.006400108337402,13.06760025024414,12.939599990844727,13.003100395202637,197892,2020-06-22 02:00:00+02:00,True,52.0571625906407,0.11980122097692636,0.14576734310839146,13.020329999923707,12.666268005371094,13.467931481084136,12.572728518763277,57.322498759082016,65.24027725494507,38.923856688579676,394.01079332206956,759.1570964526488
2020-06-23 02:00:00+02:00,13.12600040435791,13.161199569702148,13.0600004196167,13.07960033416748,7542,2020-06-23 02:00:00+02:00,True,50.85134215077126,0.11871185818480434,0.14035624612367403,13.031315040588378,12.688698005676269,13.477915895246479,12.584714185930277,67.76703055822986,66.43960921355226,38.00667462300816,354.2336553883755,811.7513493215205
2020-06-24 02:00:00+02:00,12.788599967956543,13.068300247192383,12.788599967956543,13.049699783325195,53127,2020-06-24 02:00:00+02:00,True,46.20307034640909,0.08959039260129842,0.1302030754191989,13.028635025024414,12.702751998901368,13.480625034209336,12.576645015839492,38.30230760774333,54.463945641685065,36.16808904245709,337.3747762497244,861.4013441560228
2020-06-25 02:00:00+02:00,12.8100004196167,12.860300064086914,12.684499740600586,12.753499984741211,86269,2020-06-25 02:00:00+02:00,True,36.89084670534369,0.0674606149392325,0.11765458332320564,13.018955039978028,12.719794006347657,13.481374626601914,12.556535453354142,40.17118005470033,48.746839406891176,37.88096654207104,251.45172104868746,956.0597779643413
2020-06-26 02:00:00+02:00,12.746399879455566,12.961400032043457,12.739999771118164,12.953200340270996,19291,2020-06-26 02:00:00+02:00,True,35.094406746219335,0.044280140747389396,0.1029796948080424,13.018070030212403,12.732422008514405,13.482606244727986,12.55353381569682,34.61703105792838,37.696839573457346,38.262546915158616,282.81471805691933,813.7946809228446
2020-06-29 02:00:00+02:00,12.756400108337402,12.75879955291748,12.600000381469727,12.668100357055664,1640638,2020-06-29 02:00:00+02:00,True,36.597544052109555,0.026411922636123464,0.08766614037365862,13.009840059280396,12.741990013122559,13.487270642014833,12.53240947654596,38.53957998522234,37.77593036595035,39.50735694643493,258.68547858233313,885.0089755868822
2020-06-30 02:00:00+02:00,12.905500411987305,12.920000076293945,12.79520034790039,12.862000465393066,29477,2020-06-30 02:00:00+02:00,True,41.95143549869266,0.024005657197530894,0.07493404373843308,13.009675073623658,12.752666015625,13.487254929853924,12.532095217393392,62.40875482274891,45.18845528863321,40.861133732011645,260.1357053478322,949.9714908100967
2020-07-01 02:00:00+02:00,13.017800331115723,13.100799560546875,12.97130012512207,13.01039981842041,502422,2020-07-01 02:00:00+02:00,True,56.81559797554753,0.030805235861896207,0.06610828216312571,13.006235074996948,12.776042022705077,13.482471155903987,12.529998994089908,75.02531240055843,58.65788240284323,40.30006833027137,361.70377673449315,843.1036718349363
2020-07-02 02:00:00+02:00,13.20009994506836,13.243599891662598,13.074700355529785,13.08180046081543,71209,2020-07-02 02:00:00+02:00,True,62.60632808810583,0.05032390361097505,0.06295140645269558,13.01714005470276,12.797606029510497,13.500967278529322,12.533312830876197,95.13205344250363,77.52204022193699,39.32489531924661,419.9150768217251,787.4306853121873
2020-07-03 02:00:00+02:00,13.114999771118164,13.203200340270996,13.114999771118164,13.203200340270996,9158,2020-07-03 02:00:00+02:00,True,62.62546637552166,0.05825419747407601,0.06201196465697166,13.003930044174194,12.813760032653809,13.459751053078636,12.548109035269752,80.01861118478861,83.3919923426169,37.081295053088475,457.0153638843788,736.6906347681058
2020-07-06 02:00:00+02:00,13.265199661254883,13.265199661254883,13.216899871826172,13.232999801635742,25179,2020-07-06 02:00:00+02:00,True,55.29954934925055,0.07578528279112362,0.06476662828380206,12.99694504737854,12.835760021209717,13.430639140279201,12.56325095447788,100.0,91.71688820909742,39.77609525535734,230.30563623824253,917.5889981445137
2020-07-07 02:00:00+02:00,13.280500411987305,13.29990005493164,13.198100090026855,13.237199783325195,31305,2020-07-07 02:00:00+02:00,True,54.413225746790665,0.0898773863567417,0.06978877989838998,12.994395065307618,12.851806030273437,13.420337175063269,12.568452955551967,97.22822517570562,92.41561212016474,41.92532068740538,252.31876905993258,813.5818399973961
2020-07-08 02:00:00+02:00,13.10569953918457,13.204999923706055,13.100000381469727,13.17240047454834,49222,2020-07-08 02:00:00+02:00,True,50.60407346459493,0.08594973535002026,0.07302097098871604,12.986480045318604,12.863646030426025,13.396929268096837,12.576030822540371,72.25309239158575,89.8271058557638,44.260103266693356,250.32521004192486,796.1469950131863
2020-07-09 02:00:00+02:00,13.068400382995605,13.222000122070312,13.026000022888184,13.166000366210938,58115,2020-07-09 02:00:00+02:00,True,46.01697214605282,0.07891760047384189,0.07420029688574122,13.001565074920654,12.870602035522461,13.400004689425293,12.603125460416015,66.92387770507618,78.80173175745585,45.79719375078288,246.42167333751829,729.2877547426137
2020-07-10 02:00:00+02:00,13.18019962310791,13.188199996948242,13.100000381469727,13.10260009765625,52762,2020-07-10 02:00:00+02:00,True,55.53430478184924,0.08142720511856893,0.07564567853230676,13.025315046310425,12.883832035064698,13.405586151140703,12.645043941480147,82.89748711673829,74.02481907113341,46.7690368119815,260.4521903549614,691.3264785938721
2020-07-13 02:00:00+02:00,13.413399696350098,13.420000076293945,13.34000015258789,13.353899955749512,29986,2020-07-13 02:00:00+02:00,True,58.534238335653605,0.10106832907186458,0.08073020864021833,13.065010023117065,12.90925802230835,13.432444711248323,12.697575334985807,99.19507531703867,83.00548004628439,47.45985050718984,251.7853022719585,733.8709761723244
2020-07-14 02:00:00+02:00,13.123900413513184,13.207300186157227,12.989999771118164,13.207300186157227,116660,2020-07-14 02:00:00+02:00,True,60.24819193105145,0.09221093833521365,0.08302635457921739,13.066640043258667,12.920668029785157,13.434854215209747,12.698425871307588,63.89027158793811,81.99427800723835,47.98385482884778,243.58449343165773,751.6438102344854
2020-07-15 02:00:00+02:00,13.326399803161621,13.387900352478027,13.26990032196045,13.31029987335205,18131,2020-07-15 02:00:00+02:00,True,64.21022410566106,0.10037434774899268,0.08649595321317245,13.076035022735596,12.937274017333984,13.461169011454025,12.690901034017166,88.58532829669052,83.89022506722243,47.76167835893465,235.71083304819092,817.5478820876831
2020-07-16 02:00:00+02:00,13.241000175476074,13.302000045776367,13.229999542236328,13.289899826049805,33017,2020-07-16 02:00:00+02:00,True,63.44900732319565,0.09881380821223651,0.08895952421298527,13.083845043182373,12.94984001159668,13.475998517840726,12.691691568524021,78.17073567859768,76.88211185440878,48.87587278097838,192.664220088049,878.2540820366943
2020-07-17 02:00:00+02:00,13.290800094604492,13.324000358581543,13.25,13.31820011138916,35471,2020-07-17 02:00:00+02:00,True,64.22337098250479,0.10043772311291654,0.09125516399297154,13.08838505744934,12.962454013824463,13.488227626612424,12.688542488286256,79.32137678394261,82.02581358641028,49.20738400395643,210.6261624770334,827.0520902893319
2020-07-20 02:00:00+02:00,13.355400085449219,13.355400085449219,13.204899787902832,13.215900421142578,25331,2020-07-20 02:00:00+02:00,True,62.5383256221402,0.10571870729778077,0.09414787265393339,13.105835056304931,12.975084018707275,13.520789035907145,12.690881076702718,85.60285315921921,81.03165520725317,49.12614790073136,211.7233642818298,747.7958961702088
2020-07-21 02:00:00+02:00,13.452899932861328,13.540499687194824,13.449999809265137,13.466699600219727,53176,2020-07-21 02:00:00+02:00,True,62.2267221016557,0.11642922453192917,0.09860414302953255,13.122180032730103,12.990534019470214,13.565277158077265,12.679082907382941,84.0872356606686,83.00382186794347,51.820819426001336,111.51982800736742,887.8506594612131
2020-07-22 02:00:00+02:00,13.307900428771973,13.374899864196777,13.24779987335205,13.347100257873535,246847,2020-07-22 02:00:00+02:00,True,53.09416259675674,0.11192691463666016,0.10126869735095809,13.148145055770874,13.009958019256592,13.5692524440732,12.727037667468547,57.747630539064275,75.8125731196507,56.35088703328198,31.959481718625092,1009.2202818709793
2020-07-23 02:00:00+02:00,13.345600128173828,13.427300453186035,13.311100006103516,13.39210033416748,9087,2020-07-23 02:00:00+02:00,True,56.80398713725032,0.11013132689736338,0.10304122326023915,13.17492504119873,13.032058029174804,13.572980224509003,12.776869857888457,64.5958966878652,68.81025429586602,61.387119396121186,31.563013216066167,1009.5041311345612
2020-07-24 02:00:00+02:00,13.050000190734863,13.168700218200684,13.049200057983398,13.079500198364258,31118,2020-07-24 02:00:00+02:00,True,44.15217969323776,0.08388884774013405,0.09921074815621814,13.190105056762695,13.046476039886475,13.539538104073639,12.840672009451751,10.899260447542709,44.4142625581574,63.854326377607514,29.829014528371733,1038.216774157481
