Datetime,Close,High,Low,Open,Volume,DateRef,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,,
2025-06-09 17:03:00+02:00,26.43090057373047,26.434600830078125,26.43090057373047,26.434600830078125,30,2025-06-09 17:03:00+02:00,60.11182278212251,-0.005112887811527855,-0.005327094711745276,26.43627986907959,26.445255966186522,26.46055096467788,26.412008773481304,65.9128675673723,68.8812193534872,98.1742351854663,47.92151880866681,1279.5292540052226
2025-06-09 17:04:00+02:00,26.42460060119629,26.42919921875,26.420000076293945,26.42919921875,423,2025-06-09 17:04:00+02:00,52.47954093443318,-0.005450045740989395,-0.0053516849175941,26.434389877319337,26.445151977539062,26.455817055198303,26.41296269944037,42.04898489993498,62.50270934181058,98.56086206087208,46.923050343802906,1391.099132718289
2025-06-09 17:05:00+02:00,26.430400848388672,26.430400848388672,26.423500061035156,26.423500061035156,21,2025-06-09 17:05:00+02:00,47.74487308188727,-0.005189394248827028,-0.005319226783840686,26.432949924468993,26.44515998840332,26.45095427684199,26.414945572095995,64.01994075572574,57.327264407677696,98.0918200429276,48.7787356321839,1436.8857758620688
2025-06-09 17:06:00+02:00,26.42530059814453,26.42530059814453,26.42530059814453,26.42530059814453,10,2025-06-09 17:06:00+02:00,43.86941626037685,-0.00533289929012426,-0.0053219612850974015,26.431344985961914,26.444715995788574,26.445479413388966,26.41721055853486,44.700527418539124,50.256484358066636,97.59593917702759,54.64458885781542,1519.5984145826208
2025-06-09 17:07:00+02:00,26.428600311279297,26.428600311279297,26.428600311279297,26.428600311279297,94,2025-06-09 17:07:00+02:00,49.05937204525447,-0.0051213332542943135,-0.005281835678936784,26.430315017700195,26.444444007873535,26.441707455226815,26.418922580173575,57.19962430460227,55.30669749295573,97.04815023954048,57.81552674713157,1449.947846818656
2025-06-09 17:08:00+02:00,26.428199768066406,26.428199768066406,26.428199768066406,26.428199768066406,8,2025-06-09 17:08:00+02:00,50.3513585865346,-0.004929165781618394,-0.005211301699473106,26.42945499420166,26.444245986938476,26.43838287903194,26.420527109371378,55.68239289068709,52.527514871276175,96.44676395114784,63.95403598003202,1455.2510125270792
2025-06-09 17:09:00+02:00,26.428699493408203,26.428699493408203,26.420000076293945,26.420000076293945,246,2025-06-09 17:09:00+02:00,46.29917839950776,-0.004682570261149266,-0.005105555411808339,26.429889965057374,26.444079971313478,26.43764951159499,26.422130418519757,57.57531970233365,56.81911229920769,95.83634401999313,61.01725377426311,1366.9751976994967
2025-06-09 17:10:00+02:00,26.43160057067871,26.43160057067871,26.43160057067871,26.43160057067871,10,2025-06-09 17:10:00+02:00,44.07252440725244,-0.004204581051048706,-0.004925360539656412,26.430385017395018,26.444253997802733,26.437143115555582,26.423626919234454,68.56441008597645,60.60737422633241,95.25417227932964,62.563346540127164,1472.6573297705704
2025-06-09 17:11:00+02:00,26.43709945678711,26.43709945678711,26.431900024414062,26.431900024414062,15,2025-06-09 17:11:00+02:00,57.31870379109643,-0.003343515045298062,-0.004608991440784742,26.430599975585938,26.4443399810791,26.43793076833159,26.423269182840286,89.39382992558342,71.84451990463118,93.77257929808071,159.58497790172768,1379.1543570229965
