Datetime,Close,High,Low,Open,Volume,DateRef,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,,
2025-05-12 09:00:00+02:00,26.08049964904785,26.08049964904785,25.9906005859375,25.9906005859375,0,2025-05-12 09:00:00+02:00,88.5010517330732,0.04649544675119088,-0.013908130107148574,25.27147521972656,25.307540130615234,25.672311079716117,24.870639359737005,100.0,76.00605668702077,75.02603291402549,898.4884006994822,296.2343663769889
2025-05-12 09:05:00+02:00,26.098400115966797,26.140399932861328,26.000600814819336,26.037799835205078,2274,2025-05-12 09:05:00+02:00,92.64055618154619,0.10236731683748346,0.009346959281777834,25.309395217895506,25.323782119750977,25.8549090131729,24.763881422618113,95.96310697766509,89.76277637128652,73.15622886831797,926.968538422696,204.50360164469953
2025-05-12 09:10:00+02:00,26.182199478149414,26.18440055847168,26.09440040588379,26.117700576782227,4608,2025-05-12 09:10:00+02:00,94.10555454784631,0.15165984432322333,0.037809536290066934,25.35127019882202,25.34149612426758,26.022326045179273,24.68021435246477,99.79702324207001,98.58671007324506,70.30807010726149,898.6268662680633,275.52060699603896
2025-05-12 09:15:00+02:00,26.14109992980957,26.179399490356445,26.1200008392334,26.152999877929688,10180,2025-05-12 09:15:00+02:00,93.12416922435067,0.1852724321516277,0.06730211546237909,25.391310214996338,25.35885612487793,26.149514096696016,24.63310633329666,95.97240899688111,97.2441797388721,67.526586976044,893.0142747406709,264.6926333006134
2025-05-12 09:20:00+02:00,26.229999542236328,26.246400833129883,26.171300888061523,26.174299240112305,2972,2025-05-12 09:20:00+02:00,93.43634707707507,0.21658742096118289,0.09715917656213985,25.438310146331787,25.37692211151123,26.281812081202816,24.59480821146076,98.50407946697285,98.09117056864136,65.91137053257557,894.6082178346337,256.3530294070987
2025-05-12 09:25:00+02:00,26.315900802612305,26.346500396728516,26.23940086364746,26.23940086364746,2048,2025-05-12 09:25:00+02:00,93.73790511424052,0.2455062458310131,0.1268285904159145,25.4916051864624,25.39603214263916,26.41584041681316,24.56736995611164,97.40527549236366,97.29392131873924,64.33665233072361,935.0129020235083,209.70652898410714
2025-05-12 09:30:00+02:00,26.284099578857422,26.346399307250977,26.236000061035156,26.328800201416016,3884,2025-05-12 09:30:00+02:00,91.5534509865407,0.26282880306959555,0.1540286329466507,25.545145130157472,25.415060119628905,26.523948328589228,24.566341931725717,94.64416679763215,96.85117391898957,63.770214417774,875.6703958454187,205.4307892047181
2025-05-12 09:35:00+02:00,26.25,26.283899307250977,26.237199783325195,26.283899307250977,2353,2025-05-12 09:35:00+02:00,88.91243459191871,0.27068521281410796,0.17735994892014217,25.59942512512207,25.43355411529541,26.60923926477034,24.5896109854738,91.58304164393041,94.54416131130877,63.261141810904746,873.7472395776484,194.4589792694073
2025-05-12 09:40:00+02:00,26.274599075317383,26.27720069885254,26.213300704956055,26.253700256347656,969,2025-05-12 09:40:00+02:00,88.98515420985424,0.27571810722257695,0.19703158058062914,25.655525112152098,25.452454109191894,26.685287909485382,24.625762314818815,93.72862238311352,93.31861027489207,62.682575224130595,861.300868143859,194.71984210823757
2025-05-12 09:45:00+02:00,26.231300354003906,26.272499084472656,26.211700439453125,26.268400192260742,3435,2025-05-12 09:45:00+02:00,86.1337057078024,0.27306514236975943,0.2122382929384552,25.710900115966798,25.470280113220216,26.73938006206847,24.682420169865125,89.95202097501897,91.75456166735432,62.424297138798224,839.3955955497937,167.99952549209013
2025-05-12 09:50:00+02:00,26.202699661254883,26.25309944152832,26.200000762939453,26.228500366210938,1445,2025-05-12 09:50:00+02:00,84.9949016149479,0.2655932184353489,0.22290927803783395,25.76320505142212,25.487992095947266,26.779318943925738,24.7470911589185,87.45741112900434,90.3793514957123,62.29601473023829,836.4692608178467,152.38448068952195
2025-05-12 09:55:00+02:00,26.217100143432617,26.229400634765625,26.184999465942383,26.20319938659668,949,2025-05-12 09:55:00+02:00,85.08326495611757,0.2578612000458165,0.22989966243943047,25.81491003036499,25.50581211090088,26.81177150129886,24.818048559431123,88.71345009782131,88.7076274006149,62.14924304858711,829.0367630367401,151.49325318824646
2025-05-12 10:00:00+02:00,26.194700241088867,26.226200103759766,26.186199188232422,26.217199325561523,876,2025-05-12 10:00:00+02:00,85.47621111849647,0.24707787490926236,0.23333530493339685,25.865540027618408,25.523166122436525,26.829387064505077,24.90169299073174,86.68187233928619,87.61757785537064,62.263088263613135,829.0818627004825,141.3663416262066
2025-05-12 10:05:00+02:00,26.22909927368164,26.230300903320312,26.18000030517578,26.190900802612305,768,2025-05-12 10:05:00+02:00,85.80295323969884,0.23855778089333057,0.23437980012538362,25.915769958496092,25.54146209716797,26.842965867553996,24.98857404943819,67.01287286836661,80.8027317684914,62.560916977425634,816.0129325878561,138.76028377557427
2025-05-12 10:10:00+02:00,26.257999420166016,26.28420066833496,26.200000762939453,26.236900329589844,3215,2025-05-12 10:10:00+02:00,65.29909021861715,0.23146931116001923,0.23379770233231076,25.96664991378784,25.559904098510742,26.84836590298055,25.08493392459513,74.41425743447789,76.0363342140436,60.45649078430005,367.5687913929421,240.24637435710017
2025-05-12 10:15:00+02:00,26.252500534057617,26.26689910888672,26.236499786376953,26.2549991607666,1528,2025-05-12 10:15:00+02:00,63.57240531251155,0.22283918229296518,0.23160599832444168,26.01706495285034,25.577616119384764,26.83806594333964,25.19606396236104,62.71326216398205,68.04679748894222,55.91025961380099,322.12527155673996,320.8102816246937
2025-05-12 10:20:00+02:00,26.177900314331055,26.241600036621094,26.170000076293945,26.241600036621094,1247,2025-05-12 10:20:00+02:00,49.615114031432924,0.20758719277742088,0.22680223721503753,26.064264965057372,25.593816108703614,26.79978002731686,25.328749902797885,25.562732103308605,54.230083900589534,52.606443255307944,324.6602594637003,283.23012692986634
2025-05-12 10:25:00+02:00,26.204500198364258,26.216999053955078,26.168899536132812,26.175600051879883,402,2025-05-12 10:25:00+02:00,55.82724429547143,0.19539389039863053,0.22052056785175617,26.1124849319458,25.61064010620117,26.73884998067724,25.48611988321436,20.045320789569775,36.107105018953504,49.69677855896077,329.5355649725548,250.95133813031484
2025-05-12 10:30:00+02:00,26.194799423217773,26.21179962158203,26.190000534057617,26.20009994506836,636,2025-05-12 10:30:00+02:00,46.21341135627788,0.18284017125372998,0.21298448853215096,26.161659908294677,25.627420082092286,26.62274791649618,25.700571900093173,14.583199089288398,20.063750660722288,46.472115798609984,252.04526450749762,309.98383410446513
2025-05-12 10:35:00+02:00,26.16390037536621,26.20009994506836,26.157499313354492,26.192899703979492,951,2025-05-12 10:35:00+02:00,31.454210340141117,0.16845610632578456,0.2040788120908777,26.209164905548096,25.643682098388673,26.327302339423735,26.091027471672458,3.388598315797976,12.672372731552079,46.29732402963911,96.55773314133698,397.52031825836525
2025-05-12 10:40:00+02:00,26.19339942932129,26.20560073852539,26.169700622558594,26.175199508666992,1069,2025-05-12 10:40:00+02:00,38.871024362844906,0.15762001296468497,0.19478705226563917,26.214809894561768,25.66015007019043,26.316738287469988,26.112881501653547,28.33443728548203,15.435411563522829,46.30636635339657,105.86387378516076,453.1179089780365
2025-05-12 10:45:00+02:00,26.216999053955078,26.216999053955078,26.189699172973633,26.20509910583496,873,2025-05-12 10:45:00+02:00,45.84366291918901,0.1492165479036771,0.18567295139324677,26.22073984146118,25.677490043640137,26.306701776177476,26.134777906744887,46.96061901607756,26.22788487245255,46.36908178603412,108.85713027878361,503.89614677687405
2025-05-12 10:50:00+02:00,26.189899444580078,26.216999053955078,26.174999237060547,26.216999053955078,1851,2025-05-12 10:50:00+02:00,39.39919121894859,0.13877037084985133,0.1762924352845677,26.221124839782714,25.69448802947998,26.306426426794832,26.135823252770596,25.572047931595108,33.62236807771826,46.38597935040504,112.40843973928412,501.1501503037329
