Datetime,Close,High,Low,Open,Volume,EstAujourdHui,DateRef,Afficher,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,,,,
2023-06-12 09:00:00+02:00,19.72330093383789,19.75,19.72249984741211,19.748199462890625,0,True,2023-06-12 09:00:00+02:00,True,,0.0,0.0,,,,,,,,,
2023-06-12 10:00:00+02:00,19.71980094909668,19.71980094909668,19.699899673461914,19.71980094909668,2272,True,2023-06-12 10:00:00+02:00,True,,-0.0002792010619785401,-5.5840212395708023e-05,,,,,,,,,
2023-06-12 11:00:00+02:00,19.682100296020508,19.728700637817383,19.68000030517578,19.718599319458008,2831,True,2023-06-12 11:00:00+02:00,True,,-0.0035022260589236964,-0.0007451173817013058,,,,,,,,,
2023-06-12 12:00:00+02:00,19.689599990844727,19.689599990844727,19.659799575805664,19.678699493408203,371,True,2023-06-12 12:00:00+02:00,True,,-0.005389210431705038,-0.0016739359917020524,,,,,,,,,
2023-06-12 13:00:00+02:00,19.726200103759766,19.726200103759766,19.691299438476562,19.697799682617188,3958,True,2023-06-12 13:00:00+02:00,True,,-0.003886534360958649,-0.0021164556655533717,,,,,,,,,
2023-06-12 14:00:00+02:00,19.71269989013672,19.72599983215332,19.689899444580078,19.72599983215332,3402,True,2023-06-12 14:00:00+02:00,True,,-0.0037418731773293246,-0.0024415391679085624,,,,,,,,,
2023-06-12 15:00:00+02:00,19.73550033569336,19.74449920654297,19.694000244140625,19.712600708007812,2267,True,2023-06-12 15:00:00+02:00,True,,-0.0017670532519922233,-0.002306641984725295,,,,,,,,,
2023-06-12 16:00:00+02:00,19.719900131225586,19.727399826049805,19.69499969482422,19.722900390625,901,True,2023-06-12 16:00:00+02:00,True,,-0.0014441530600279862,-0.0021341441997858334,,,,,,,,,
2023-06-12 17:00:00+02:00,19.719900131225586,19.729799270629883,19.704099655151367,19.729799270629883,1135,True,2023-06-12 17:00:00+02:00,True,,-0.0011747109944160172,-0.0019422575587118704,,,,,,,,,
2023-06-13 09:00:00+02:00,19.82379913330078,19.84000015258789,19.810199737548828,19.83329963684082,0,True,2023-06-13 09:00:00+02:00,True,,0.007338016840702011,-8.620267882909413e-05,,,,,,,,,
2023-06-13 10:00:00+02:00,19.819900512695312,19.835399627685547,19.809999465942383,19.82819938659668,2037,True,2023-06-13 10:00:00+02:00,True,,0.01361290775335533,0.0026536194076077907,,,,,,,,,
2023-06-13 11:00:00+02:00,19.799999237060547,19.82819938659668,19.799999237060547,19.809999465942383,1547,True,2023-06-13 11:00:00+02:00,True,,0.01678643382797773,0.0054801822916817795,,,,,,,,,
2023-06-13 12:00:00+02:00,19.799999237060547,19.81130027770996,19.782100677490234,19.80389976501465,261,True,2023-06-13 12:00:00+02:00,True,,0.019081516264471077,0.008200449086239639,,,,,,,,,
2023-06-13 13:00:00+02:00,19.804399490356445,19.809999465942383,19.799999237060547,19.799999237060547,189,True,2023-06-13 13:00:00+02:00,True,65.05726285669766,0.021013221954678585,0.010763003659927429,,,,,80.24386887813965,,,435.08086205041775,316.3667658765733
