Datetime,Close,High,Low,Open,Volume,EstAujourdHui,DateRef,Afficher,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,,,,
2024-06-10 10:00:00+02:00,24.73040008544922,24.746599197387695,24.713699340820312,24.73740005493164,0,True,2024-06-10 10:00:00+02:00,True,,0.0,0.0,,,,,,,,,
2024-06-10 11:00:00+02:00,24.762399673461914,24.76300048828125,24.708900451660156,24.734899520874023,6292,True,2024-06-10 11:00:00+02:00,True,,0.00255267368762091,0.000510534737524182,,,,,,,,,
2024-06-10 12:00:00+02:00,24.797100067138672,24.8125,24.75279998779297,24.764400482177734,6642,True,2024-06-10 12:00:00+02:00,True,,0.007291663979060559,0.0018667605858314574,,,,,,,,,
2024-06-10 13:00:00+02:00,24.770299911499023,24.801700592041016,24.770000457763672,24.79560089111328,6695,True,2024-06-10 13:00:00+02:00,True,,0.00878354807113979,0.0032501180828931244,,,,,,,,,
2024-06-10 14:00:00+02:00,24.779600143432617,24.784400939941406,24.76110076904297,24.769800186157227,2982,True,2024-06-10 14:00:00+02:00,True,,0.010594204558827869,0.004718935378080074,,,,,,,,,
2024-06-10 15:00:00+02:00,24.78499984741211,24.794099807739258,24.750200271606445,24.780500411987305,6734,True,2024-06-10 15:00:00+02:00,True,,0.012322824009835642,0.0062397131044311886,,,,,,,,,
2024-06-10 16:00:00+02:00,24.828399658203125,24.829500198364258,24.782699584960938,24.790599822998047,9200,True,2024-06-10 16:00:00+02:00,True,,0.016998817614208406,0.008391534006386633,,,,,,,,,
2024-06-10 17:00:00+02:00,24.834800720214844,24.837099075317383,24.808900833129883,24.829999923706055,6664,True,2024-06-10 17:00:00+02:00,True,,0.02097925267709755,0.010909077740528817,,,,,,,,,
2024-06-11 09:00:00+02:00,24.827899932861328,24.845800399780273,24.818599700927734,24.826099395751953,0,True,2024-06-11 09:00:00+02:00,True,,0.023308257194727844,0.013388913631368623,,,,,,,,,
2024-06-11 10:00:00+02:00,24.838600158691406,24.84939956665039,24.820999145507812,24.825000762939453,6295,True,2024-06-11 10:00:00+02:00,True,,0.025720933937780188,0.015855317692650937,,,,,,,,,
2024-06-11 11:00:00+02:00,24.804000854492188,24.84510040283203,24.800100326538086,24.836999893188477,12734,True,2024-06-11 11:00:00+02:00,True,,0.024558033228405662,0.017595860799801882,,,,,,,,,
2024-06-11 12:00:00+02:00,24.84000015258789,24.843900680541992,24.78860092163086,24.799999237060547,9993,True,2024-06-11 12:00:00+02:00,True,,0.02623880393692346,0.0193244494272262,,,,,,,,,
2024-06-11 13:00:00+02:00,24.8523006439209,24.86590003967285,24.807100296020508,24.83530044555664,10484,True,2024-06-11 13:00:00+02:00,True,,0.028237865151794495,0.021107132572139857,,,,,,,,,
2024-06-11 14:00:00+02:00,24.845600128173828,24.869600296020508,24.837099075317383,24.854900360107422,4812,True,2024-06-11 14:00:00+02:00,True,71.71933660332849,0.028947768093569692,0.022675259676425828,,,,,85.06522022954672,,,312.890883500005,333.5975894467753
2024-06-11 15:00:00+02:00,24.80120086669922,24.912599563598633,24.77680015563965,24.84749984741211,10040,True,2024-06-11 15:00:00+02:00,True,61.4342040413997,0.025632249333810364,0.023266657607902738,,,,,45.31213423598041,,,264.88681606188146,408.28290296894545
2024-06-11 16:00:00+02:00,24.893299102783203,24.893299102783203,24.789199829101562,24.800500869750977,11680,True,2024-06-11 16:00:00+02:00,True,67.70349122164382,0.03008938310612308,0.024631202707546807,,,,,88.11542798083248,72.83092748211988,,214.64957364484695,404.0449485780222
2024-06-11 17:00:00+02:00,24.8700008392334,24.892000198364258,24.860000610351562,24.892000198364258,7658,True,2024-06-11 17:00:00+02:00,True,60.17322239434446,0.03137998958922594,0.025980960083882634,,,,,73.76914403833506,69.06556875171599,,122.99979121567421,562.1737744909509
2024-06-12 09:00:00+02:00,24.964099884033203,24.983699798583984,24.9591007232666,24.969999313354492,0,True,2024-06-12 09:00:00+02:00,True,72.76805521321172,0.03954001830400955,0.028692771727908017,,,,,91.60601530783117,84.4968624423329,,110.00754294194391,650.4929939091357
2024-06-12 10:00:00+02:00,24.969999313354492,24.972700119018555,24.938199996948242,24.959999084472656,12489,True,2024-06-12 10:00:00+02:00,True,72.54870071198815,0.04595321444174871,0.03214486027067616,,,,,94.13254261932184,86.50256732182936,,108.44299122010295,662.5768089615501
2024-06-12 11:00:00+02:00,24.963499069213867,24.974000930786133,24.947999954223633,24.966999053955078,6966,True,2024-06-12 11:00:00+02:00,True,71.0844459263999,0.04993557696076323,0.03570300360869358,24.837925052642824,,24.972408021605656,24.70344208367999,90.23646001382807,91.99167264699368,,110.965052504269,675.9843466149183
2024-06-12 12:00:00+02:00,24.95050048828125,24.968399047851562,24.937700271606445,24.95949935913086,6601,True,2024-06-12 12:00:00+02:00,True,65.53861837953299,0.05144967131623801,0.03885233715020247,24.848930072784423,,24.982383260510645,24.7154768850582,83.95390643005301,89.44096968773431,,47.56220114466813,709.5666613508704
