Datetime,Close,High,Low,Open,Volume
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA
2025-05-15 09:00:00+02:00,26.25149917602539,26.302000045776367,26.25,26.275800704956055,7315
2025-05-15 09:15:00+02:00,26.279199600219727,26.296499252319336,26.239099502563477,26.242000579833984,21628
2025-05-15 09:30:00+02:00,26.270999908447266,26.289199829101562,26.255599975585938,26.275999069213867,1234
2025-05-15 09:45:00+02:00,26.276500701904297,26.29640007019043,26.245899200439453,26.274900436401367,14450
2025-05-15 10:00:00+02:00,26.280099868774414,26.29800033569336,26.259000778198242,26.27199935913086,3627
2025-05-15 10:15:00+02:00,26.29400062561035,26.295700073242188,26.270000457763672,26.272499084472656,4052
2025-05-15 10:30:00+02:00,26.220500946044922,26.289899826049805,26.21489906311035,26.289899826049805,3860
2025-05-15 10:45:00+02:00,26.200000762939453,26.238000869750977,26.19890022277832,26.22760009765625,2053
2025-05-15 11:00:00+02:00,26.200000762939453,26.22760009765625,26.182100296020508,26.213600158691406,1558
2025-05-15 11:15:00+02:00,26.246000289916992,26.25119972229004,26.1968994140625,26.19890022277832,689
2025-05-15 11:30:00+02:00,26.26129913330078,26.26129913330078,26.226699829101562,26.24690055847168,4151
2025-05-15 11:45:00+02:00,26.278499603271484,26.280799865722656,26.249099731445312,26.258100509643555,2884
2025-05-15 12:00:00+02:00,26.255699157714844,26.27400016784668,26.23740005493164,26.27400016784668,813
2025-05-15 12:15:00+02:00,26.25160026550293,26.263399124145508,26.23699951171875,26.263399124145508,1429
2025-05-15 12:30:00+02:00,26.244699478149414,26.25779914855957,26.239999771118164,26.250699996948242,947
2025-05-15 12:45:00+02:00,26.269800186157227,26.272199630737305,26.24489974975586,26.24489974975586,833
2025-05-15 13:00:00+02:00,26.299999237060547,26.299999237060547,26.270000457763672,26.270700454711914,1272
2025-05-15 13:15:00+02:00,26.315500259399414,26.315500259399414,26.284700393676758,26.298599243164062,1833
2025-05-15 13:30:00+02:00,26.34160041809082,26.351699829101562,26.319499969482422,26.325199127197266,608
2025-05-15 13:45:00+02:00,26.3351993560791,26.33970069885254,26.309200286865234,26.314699172973633,1399
2025-05-15 14:00:00+02:00,26.324499130249023,26.33530044555664,26.318700790405273,26.33530044555664,170
2025-05-15 14:15:00+02:00,26.28700065612793,26.31130027770996,26.286699295043945,26.299999237060547,847
2025-05-15 14:30:00+02:00,26.335899353027344,26.335899353027344,26.25,26.280000686645508,559
2025-05-15 14:45:00+02:00,26.282400131225586,26.335399627685547,26.280000686645508,26.335399627685547,1278
2025-05-15 15:00:00+02:00,26.275999069213867,26.2947998046875,26.270000457763672,26.277299880981445,941
2025-05-15 15:15:00+02:00,26.3085994720459,26.3085994720459,26.26300048828125,26.271499633789062,534
2025-05-15 15:30:00+02:00,26.354799270629883,26.354799270629883,26.295499801635742,26.295499801635742,7961
2025-05-15 15:45:00+02:00,26.343799591064453,26.351299285888672,26.29010009765625,26.347999572753906,1113
2025-05-15 16:00:00+02:00,26.32859992980957,26.37619972229004,26.285499572753906,26.340499877929688,4160
2025-05-15 16:15:00+02:00,26.351699829101562,26.388099670410156,26.324199676513672,26.342899322509766,2878
2025-05-15 16:30:00+02:00,26.38680076599121,26.394800186157227,26.344100952148438,26.353900909423828,3806
2025-05-15 16:45:00+02:00,26.394899368286133,26.394899368286133,26.350000381469727,26.387100219726562,765
2025-05-15 17:00:00+02:00,26.42490005493164,26.431400299072266,26.38629913330078,26.394800186157227,3851
2025-05-15 17:15:00+02:00,26.48509979248047,26.490100860595703,26.440399169921875,26.448299407958984,5258
2025-05-16 09:00:00+02:00,26.48259925842285,26.48509979248047,26.457199096679688,26.48310089111328,1457
2025-05-16 09:15:00+02:00,26.499500274658203,26.5,26.47920036315918,26.47920036315918,1478
2025-05-16 09:30:00+02:00,26.50950050354004,26.51180076599121,26.48699951171875,26.499900817871094,1355
2025-05-16 09:45:00+02:00,26.543699264526367,26.549999237060547,26.500999450683594,26.500999450683594,3320
2025-05-16 10:00:00+02:00,26.575000762939453,26.575000762939453,26.536500930786133,26.542200088500977,2108
2025-05-16 10:15:00+02:00,26.576900482177734,26.5851993560791,26.55820083618164,26.575000762939453,1879
2025-05-16 10:30:00+02:00,26.56529998779297,26.580400466918945,26.551300048828125,26.5625,3370
2025-05-16 10:45:00+02:00,26.58679962158203,26.59749984741211,26.552400588989258,26.567899703979492,2096
2025-05-16 11:00:00+02:00,26.577699661254883,26.591100692749023,26.559900283813477,26.5757999420166,1610
2025-05-16 11:15:00+02:00,26.565399169921875,26.579999923706055,26.549999237060547,26.577199935913086,3373
2025-05-16 11:30:00+02:00,26.568300247192383,26.575700759887695,26.558399200439453,26.56439971923828,752
2025-05-16 11:45:00+02:00,26.590200424194336,26.591299057006836,26.551300048828125,26.57029914855957,1740
2025-05-16 12:00:00+02:00,26.593799591064453,26.595600128173828,26.56999969482422,26.56999969482422,1536
2025-05-16 12:15:00+02:00,26.6018009185791,26.603300094604492,26.583099365234375,26.59160041809082,681
2025-05-16 12:30:00+02:00,26.607500076293945,26.613399505615234,26.59939956665039,26.600500106811523,748
2025-05-16 12:45:00+02:00,26.583499908447266,26.61199951171875,26.570999145507812,26.610700607299805,3444
2025-05-16 13:00:00+02:00,26.568700790405273,26.59119987487793,26.55190086364746,26.570999145507812,1427
