Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,
2020-05-28 02:00:00+02:00,13.003600120544434,13.068900108337402,12.969300270080566,13.016799926757812,2078585,,0.0,0.0,,,,,,,,,
2020-05-29 02:00:00+02:00,12.764100074768066,12.8548002243042,12.741499900817871,12.854599952697754,19965,,-0.01910541675708899,-0.003821083351417798,,,,,,,,,
2020-06-01 02:00:00+02:00,12.920999526977539,12.937899589538574,12.818900108337402,12.9375,39984,,-0.021340126954543237,-0.007324892072042886,,,,,,,,,
2020-06-02 02:00:00+02:00,12.90880012512207,12.980899810791016,12.880000114440918,12.92870044708252,56056,,-0.023820947605353027,-0.010624103178704915,,,,,,,,,
2020-06-03 02:00:00+02:00,13.086600303649902,13.090700149536133,12.98330020904541,12.990599632263184,39267,,-0.011309656693024195,-0.010761213881568771,,,,,,,,,
2020-06-04 02:00:00+02:00,12.982000350952148,13.10770034790039,12.949999809265137,13.085700035095215,56114,,-0.00972263403739504,-0.010553497912734026,,,,,,,,,
2020-06-05 02:00:00+02:00,13.379199981689453,13.379199981689453,13.003999710083008,13.003999710083008,85874,,0.02331699965802514,-0.003779398398582193,,,,,,,,,
2020-06-08 02:00:00+02:00,13.404899597167969,13.418499946594238,13.303400039672852,13.3149995803833,68139,,0.05098714353553646,0.007173909988241538,,,,,,,,,
2020-06-09 02:00:00+02:00,13.331500053405762,13.495100021362305,13.263199806213379,13.487600326538086,295345,,0.0662297468598414,0.01898507736256151,,,,,,,,,
2020-06-10 02:00:00+02:00,13.263999938964844,13.404500007629395,13.22089958190918,13.393400192260742,24549,,0.07203257797778839,0.029594577485606892,,,,,,,,,
2020-06-11 02:00:00+02:00,12.76669979095459,13.039899826049805,12.76669979095459,13.03600025177002,61869,,0.03608740447704051,0.030893142883893616,,,,,,,,,
2020-06-12 02:00:00+02:00,12.7052001953125,12.852399826049805,12.649999618530273,12.65310001373291,90236,,0.0026080283841825036,0.025236119983951397,,,,,,,,,
2020-06-15 02:00:00+02:00,12.619500160217285,12.648200035095215,12.350000381469727,12.402700424194336,568965,,-0.030488443187723036,0.01409120734961651,,,,,,,,,
2020-06-16 02:00:00+02:00,13.091300010681152,13.210000038146973,12.8858003616333,12.90530014038086,658282,51.8493522038583,-0.018434825229130425,0.007586000833867125,,,,,64.73669219570859,,,435.004833934597,605.4098687502117
2020-06-17 02:00:00+02:00,13.138500213623047,13.225799560546875,13.096599578857422,13.109999656677246,27478,52.78915390163695,-0.005015765622571777,0.0050656475425793455,,,,,68.85862196474794,,,430.76903018226005,681.8559198935874
2020-06-18 02:00:00+02:00,13.084799766540527,13.110400199890137,12.978300094604492,13.046600341796875,11238,57.182529782856825,0.0012711059899164212,0.004306739232046761,,,,,64.16903468240828,65.92144961428828,,443.37468515078393,657.784913036298
2020-06-19 02:00:00+02:00,13.199999809265137,13.240099906921387,13.153800010681152,13.153800010681152,7061,56.36754702098494,0.015371979111749923,0.006519787207987394,,,,,74.22929832334492,69.0856516568337,,412.1546176396005,732.2337596329027
2020-06-22 02:00:00+02:00,13.006400108337402,13.06760025024414,12.939599990844727,13.003100395202637,197892,52.0571625906407,0.010800641693178292,0.0073759581050255735,,,,,57.322498759082016,65.24027725494507,,394.01079332206956,759.1570964526488
2020-06-23 02:00:00+02:00,13.12600040435791,13.161199569702148,13.0600004196167,13.07960033416748,7542,50.85134215077126,0.01663678964672144,0.009228124413364748,,,,,67.76703055822986,66.43960921355227,,354.2336553883755,811.7513493215205
2020-06-24 02:00:00+02:00,12.788599967956543,13.068300247192383,12.788599967956543,13.049699783325195,53127,46.20307034640909,-0.005895457335045151,0.006203408063682768,13.028635025024414,,13.480625034208856,12.576645015839972,38.30230760774333,54.463945641685065,,337.3747762497244,861.4013441560228
2020-06-25 02:00:00+02:00,12.8100004196167,12.860300064086914,12.684499740600586,12.753499984741211,86269,36.89084670534369,-0.0217745839565886,0.000607809659628495,13.018955039978028,,13.481374626601447,12.55653545335461,40.17118005470033,48.74683940689118,,251.45172104868746,956.0597779643413
2020-06-26 02:00:00+02:00,12.746399879455566,12.961400032043457,12.739999771118164,12.953200340270996,19291,35.094406746219335,-0.039040899083682135,-0.007321932089033631,13.018070030212403,,13.48260624472752,12.553533815697286,34.61703105792838,37.696839573457346,,282.81471805691933,813.7946809228446
2020-06-29 02:00:00+02:00,12.756400108337402,12.75879955291748,12.600000381469727,12.668100357055664,1640638,36.597544052109555,-0.051325989268651284,-0.016122743524957163,13.009840059280396,,13.487270642014382,12.53240947654641,38.53957998522234,37.77593036595035,,258.68547858233313,885.0089755868822
2020-06-30 02:00:00+02:00,12.905500411987305,12.920000076293945,12.79520034790039,12.862000465393066,29477,41.95143549869266,-0.0484721070509746,-0.02259261623016065,13.009675073623658,,13.48725492985347,12.532095217393845,62.40875482274891,45.188455288633214,,260.1357053478322,949.9714908100967
2020-07-01 02:00:00+02:00,13.017800331115723,13.100799560546875,12.97130012512207,13.01039981842041,502422,56.81559797554753,-0.03672537265308051,-0.025419167514744625,13.006235074996948,,13.482471155903534,12.529998994090361,75.02531240055843,58.65788240284323,,361.70377673449315,843.1036718349363
2020-07-02 02:00:00+02:00,13.20009994506836,13.243599891662598,13.074700355529785,13.08180046081543,71209,62.60632808810583,-0.012561148605483297,-0.02284756373289236,13.01714005470276,,13.500967278528874,12.533312830876644,95.13205344250363,77.52204022193699,,419.9150768217251,787.4306853121873
2020-07-03 02:00:00+02:00,13.114999771118164,13.203200340270996,13.114999771118164,13.203200340270996,9158,62.62546637552166,-0.0002745351100230664,-0.018332958008318502,13.003930044174194,,13.459751053078163,12.548109035270224,80.01861118478861,83.3919923426169,36.669322722821725,457.0153638843788,736.6906347681058
2020-07-06 02:00:00+02:00,13.265199661254883,13.265199661254883,13.216899871826172,13.232999801635742,25179,55.29954934925055,0.021336615247582458,-0.01039904335713831,12.99694504737854,,13.430639140278705,12.563250954478375,100.0,91.71688820909742,39.77609525535734,230.30563623824253,917.5889981445137
2020-07-07 02:00:00+02:00,13.280500411987305,13.29990005493164,13.198100090026855,13.237199783325195,31305,54.413225746790665,0.03924584860330782,-0.00047006496504908325,12.994395065307618,,13.420337175062762,12.568452955552473,97.22822517570562,92.41561212016474,41.92532068740538,252.31876905993258,813.5818399973961
2020-07-08 02:00:00+02:00,13.10569953918457,13.204999923706055,13.100000381469727,13.17240047454834,49222,50.60407346459493,0.03888582393075346,0.007401112814111426,12.986480045318604,,13.396929268096313,12.576030822540895,72.25309239158575,89.8271058557638,44.260103266693356,250.32521004192486,796.1469950131863
2020-07-09 02:00:00+02:00,13.068400382995605,13.222000122070312,13.026000022888184,13.166000366210938,58115,46.01697214605282,0.035185178762759506,0.012957926003841044,13.001565074920654,,13.400004689424751,12.603125460416557,66.92387770507618,78.80173175745585,45.79719375078288,246.42167333751829,729.2877547426137
2020-07-10 02:00:00+02:00,13.18019962310791,13.188199996948242,13.100000381469727,13.10260009765625,52762,55.53430478184924,0.04080330009294286,0.018527000821661407,13.025315046310425,,13.405586151140135,12.645043941480715,82.89748711673829,74.02481907113341,46.7690368119815,260.4521903549614,691.3264785938721
2020-07-13 02:00:00+02:00,13.413399696350098,13.420000076293945,13.34000015258789,13.353899955749512,29986,58.534238335653605,0.06334282207644826,0.027490165072618776,13.065010023117065,,13.432444711247728,12.697575334986402,99.19507531703867,83.00548004628439,47.45985050718984,251.7853022719585,733.8709761723244
2020-07-14 02:00:00+02:00,13.123900413513184,13.207300186157227,12.989999771118164,13.207300186157227,116660,60.24819193105145,0.05718617631498013,0.03342936732109105,13.066640043258667,,13.434854215209155,12.69842587130818,63.89027158793811,81.99427800723835,47.983854828847775,243.58449343165773,751.6438102344854
2020-07-15 02:00:00+02:00,13.326399803161621,13.387900352478027,13.26990032196045,13.31029987335205,18131,64.21022410566106,0.06786469660128347,0.04031643317712954,13.076035022735596,,13.461169011453459,12.690901034017733,88.58532829669052,83.89022506722243,47.76167835893465,235.71083304819092,817.5478820876831
2020-07-16 02:00:00+02:00,13.241000175476074,13.302000045776367,13.229999542236328,13.289899826049805,33017,63.44900732319565,0.06864516588086644,0.04598217971787692,13.083845043182373,,13.47599851784017,12.691691568524577,78.17073567859768,76.88211185440878,48.87587278097838,192.664220088049,878.2540820366943
2020-07-17 02:00:00+02:00,13.290800094604492,13.324000358581543,13.25,13.31820011138916,35471,64.22337098250479,0.07244700668986148,0.05127514511227384,13.08838505744934,,13.488227626611877,12.688542488286803,79.32137678394261,82.02581358641028,49.20738400395643,210.6261624770334,827.0520902893319
2020-07-20 02:00:00+02:00,13.355400085449219,13.355400085449219,13.204899787902832,13.215900421142578,25331,62.5383256221402,0.07975332560543613,0.0569707812109063,13.105835056304931,,13.520789035906615,12.690881076703247,85.60285315921921,81.03165520725317,49.12614790073136,211.7233642818298,747.7958961702088
2020-07-21 02:00:00+02:00,13.452899932861328,13.540499687194824,13.449999809265137,13.466699600219727,53176,62.2267221016557,0.09234654534019349,0.06404593403676374,13.122180032730103,,13.56527715807677,12.679082907383437,84.0872356606686,83.00382186794347,51.820819426001336,111.51982800736742,887.8506594612131
2020-07-22 02:00:00+02:00,13.307900428771973,13.374899864196777,13.24779987335205,13.347100257873535,246847,53.09416259675674,0.08959373374815804,0.06915549397904261,13.148145055770874,,13.56925244407268,12.727037667469068,57.747630539064275,75.8125731196507,56.35088703328198,31.959481718625092,1009.2202818709793
2020-07-23 02:00:00+02:00,13.345600128173828,13.427300453186035,13.311100006103516,13.39210033416748,9087,56.80398713725032,0.08942334474659042,0.07320906413255218,13.17492504119873,,13.57298022450845,12.77686985788901,64.5958966878652,68.81025429586602,61.387119396121186,31.563013216066167,1009.5041311345612
2020-07-24 02:00:00+02:00,13.050000190734863,13.168700218200684,13.049200057983398,13.079500198364258,31118,44.15217969323776,0.06469015784428755,0.07150528287489927,13.190105056762695,,13.539538104073008,12.840672009452382,10.899260447542709,44.4142625581574,63.854326377607514,29.829014528371733,1038.216774157481
2020-07-27 02:00:00+02:00,12.947999954223633,13.02970027923584,12.947999954223633,13.016900062561035,12797,41.371230240440966,0.036438324078405415,0.0644918911156005,13.199685049057006,,13.507023635691699,12.892346462422314,0.0,25.1650523784693,67.08612690951308,11.573017482112789,1091.3738259586103
2020-07-28 02:00:00+02:00,13.048800468444824,13.078800201416016,12.970000267028809,13.047699928283691,8466,48.46442541358825,0.021929511589123152,0.055979415210305035,13.206850051879883,,13.491127749001643,12.922572354758122,17.012752683568305,9.304004377037005,70.00736556333688,38.11321760614219,1059.5560378840466
2020-07-29 02:00:00+02:00,13.024200439453125,13.024200439453125,12.960000038146973,12.973999977111816,394095,48.79891280967898,0.008349903917677537,0.04645351295177954,13.207170057296754,,13.490564752884056,12.92377536170945,12.86084718509016,9.957866622886156,73.10328312657155,39.744570018582266,1069.1323453254943
2020-07-30 02:00:00+02:00,12.959099769592285,13.04170036315918,12.840200424194336,13.04170036315918,77027,43.83538696348137,-0.007577761271557293,0.035647258107112174,13.195120048522949,,13.499498433532281,12.890741663513616,16.978362205968267,15.617320691542245,76.51206186897188,38.48900502207182,1060.1502528367387
2020-07-31 02:00:00+02:00,12.960000038146973,13.057900428771973,12.912300109863281,12.964400291442871,618144,35.47725903669662,-0.01989852868586439,0.024538100748516863,13.18737006187439,,13.507807384937385,12.866932738811395,17.106917039916002,15.64870881032481,79.615724101925,39.94392765856643,1005.8991532127361
2020-08-03 02:00:00+02:00,13.266799926757812,13.296699523925781,13.097700119018555,13.14739990234375,322077,54.52700869564167,-0.00485072254081409,0.018660336090650674,13.187450075149536,,13.507970014395996,12.866930135903077,60.916743041492985,31.667340762459087,80.58297507744973,180.37619625548294,838.4404361215331
2020-08-04 02:00:00+02:00,13.25529956817627,13.279999732971191,13.160099983215332,13.252799987792969,20462,47.43746090232283,0.0060767405354500426,0.01614361697961055,13.186190032958985,,13.505365066213239,12.86701499970473,59.27453674639155,45.76606560926685,80.89192578258636,191.8710810989772,757.2085847524357
2020-08-05 02:00:00+02:00,13.218400001525879,13.296899795532227,13.199999809265137,13.272700309753418,43660,49.15595433648138,0.01162533745174521,0.015239961074037483,13.19182505607605,13.092236042022705,13.508989807080116,12.874660305071984,54.00542272615233,58.06556750467896,80.57392695211921,191.82868696409332,757.0406883218466
2020-08-06 02:00:00+02:00,13.265399932861328,13.289999961853027,13.208800315856934,13.241100311279297,10591,49.049395459198315,0.01958932856162221,0.01610983457155443,13.201675033569336,13.097472038269043,13.51491218872719,12.888437878411482,60.7168293802268,57.99892961759023,80.76726329112526,178.35240836620346,763.0957299243736
2020-08-07 02:00:00+02:00,13.421500205993652,13.44540023803711,13.319999694824219,13.343899726867676,28353,52.31523947401297,0.038058125965255485,0.02049949285029464,13.213740062713622,13.110620040893554,13.541735188680594,12.88574493674665,83.00733879237441,65.90986363291785,80.03430289343841,271.0836828972636,725.6834721175034
2020-08-10 02:00:00+02:00,13.462800025939941,13.50979995727539,13.42020034790039,13.467100143432617,42252,50.360974551311514,0.055388843175038005,0.027477362915243317,13.216210079193115,13.121456050872803,13.551205346709159,12.88121481167707,92.98088946998118,78.9016858808608,77.3641899183835,282.8838963846969,664.8072503413432
2020-08-11 02:00:00+02:00,13.529999732971191,13.593999862670898,13.528400421142578,13.563699722290039,40652,58.585200990316544,0.0736964889210956,0.03672118811641377,13.236515045166016,13.133880043029786,13.596266634476196,12.876763455855835,91.50966073561264,89.16596299932274,73.25029367049697,292.74483227701904,625.9061143572528
2020-08-12 02:00:00+02:00,13.546699523925781,13.547900199890137,13.488900184631348,13.513500213623047,8792,57.90173827150131,0.08853241704419723,0.047083433901970465,13.247530031204224,13.143082027435304,13.63154189268449,12.863518169723958,93.72507641545718,92.738542207017,69.05176308729641,301.32989326496414,628.0836636728133
2020-08-13 02:00:00+02:00,13.521599769592285,13.521599769592285,13.462300300598145,13.500499725341797,7699,73.53289412320092,0.09714483141553387,0.057095713404683154,13.261560010910035,13.153874015808105,13.664599527640922,12.858520494179148,90.39531082366754,91.87668265824578,63.8563549613685,335.90568137474526,521.8561662643986
2020-08-14 02:00:00+02:00,13.500300407409668,13.537300109863281,13.449999809265137,13.524200439453125,21174,79.97397658306532,0.10108629148773218,0.06589382902129297,13.272035026550293,13.15629602432251,13.688926157762152,12.855143895338434,87.56971012732537,90.56336578881671,57.74047464933408,350.5918517493316,448.74308899265014
2020-08-17 02:00:00+02:00,13.483699798583984,13.500499725341797,13.458100318908691,13.474900245666504,5779,75.97654492157906,0.10169808438455341,0.07305468009394506,13.278450012207031,13.15787202835083,13.704588295779784,12.852311728634279,85.36745207586891,87.77749100895393,52.41282718360554,328.9539529826338,477.9835767770095
2020-08-18 02:00:00+02:00,13.432600021362305,13.479999542236328,13.378600120544434,13.443699836730957,9840,73.6451880072884,0.09694212127025459,0.07783216832920697,13.27743501663208,13.15989402770996,13.701917257444903,12.852952775819256,78.5884901115362,83.84188410491015,47.477689996886895,325.9089111913905,528.8180336126261
2020-08-19 02:00:00+02:00,13.513299942016602,13.513299942016602,13.4399995803833,13.440299987792969,16932,81.51733309325127,0.09854878633238151,0.08197549192984188,13.287704992294312,13.164880027770996,13.725035228668503,12.850374755920122,88.16195541777302,84.03929920172605,42.218077134756065,349.9149251422663,517.9161951592813
2020-08-20 02:00:00+02:00,13.477299690246582,13.489500045776367,13.412699699401855,13.424099922180176,7656,78.28941329617237,0.09581269145259519,0.08474293183439255,13.29428997039795,13.179092025756836,13.739191215105095,12.849388725690805,76.48594948578807,81.07879833836576,36.738063975191245,359.78716585469687,493.20552282962507
2020-08-21 02:00:00+02:00,13.600099563598633,13.640000343322754,13.510000228881836,13.510000228881836,11606,72.81939580084986,0.10237314614235515,0.08826897469598508,13.321794939041137,13.196990013122559,13.771101504918828,12.872488373163446,91.6856116308832,85.44450551148141,34.06717554910881,316.8485092532004,553.5976913139042
2020-08-24 02:00:00+02:00,13.718099594116211,13.718099594116211,13.675999641418457,13.687299728393555,154981,77.65300924158382,0.11575956582784386,0.09376709292235684,13.360299921035766,13.218962001800538,13.806711312458084,12.913888529613448,100.0,89.39052037222375,32.30092043201522,317.2726680120669,656.544041698
2020-08-25 02:00:00+02:00,13.752099990844727,13.830100059509277,13.699999809265137,13.830100059509277,50700,82.00025846087692,0.12764058650760823,0.10054179163940712,13.395464897155762,13.232178001403808,13.849299725488622,12.941630068822901,87.44566218456438,93.04375793848253,29.340913631982513,417.9868483090214,603.0721425541387
2020-08-26 02:00:00+02:00,13.846699714660645,13.857799530029297,13.800000190734863,13.800000190734863,6245,82.97222062945801,0.1430409016294032,0.10904161363740633,13.436589860916138,13.246341991424561,13.897775758878565,12.975403962953711,97.93606939942262,95.127243861329,26.662797229020388,411.0525037842194,679.5244024033022
2020-08-27 02:00:00+02:00,14.018799781799316,14.057700157165527,13.869999885559082,13.915599822998047,942811,83.27577632887612,0.1672053601247292,0.12067436293487091,13.489574861526489,13.265021991729736,13.963108599144315,13.016041123908662,94.27177539854624,93.21783566084441,24.832012863604852,443.92014886385056,665.5534767577332
2020-08-28 02:00:00+02:00,13.895099639892578,13.955499649047852,13.86400032043457,13.955499649047852,13512,72.0583669667805,0.17436433639916515,0.13141235762772976,13.53632984161377,13.278923988342285,13.972917746115835,13.099741937111704,76.05647054858389,89.4214384488509,22.891112641979905,425.5199286532328,554.1258717516396
2020-08-31 02:00:00+02:00,13.860099792480469,14.10509967803955,13.847000122070312,14.0,11418,67.41586036518791,0.1751941523602305,0.1401687165742299,13.565994834899902,13.295997982025147,14.006084087031137,13.125905582768667,66.27666417254099,78.8683033732237,21.0092657770541,516.961659447296,423.648380648683
2020-09-01 02:00:00+02:00,13.907099723815918,13.933699607849121,13.828700065612793,13.873900413513184,19816,68.42537398574558,0.17759706078542692,0.1476543854164693,13.598584842681884,13.311619968414307,14.038334038206152,13.158835647157616,72.7460323711259,71.69305569741692,19.355159067221525,503.3411681934903,395.4864432156539
2020-09-02 02:00:00+02:00,14.190799713134766,14.239800453186035,14.100000381469727,14.100000381469727,5975,77.05806184924603,0.2000871213971518,0.1581409326126058,13.647204828262328,13.339663963317872,14.123473619125551,13.170936037399105,94.31018101201062,77.7776258518925,20.189695039384187,655.5630371054053,327.56961746856865
