Datetime,Close,High,Low,Open,Volume
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA
2025-04-22 09:00:00+02:00,22.696199417114258,22.81209945678711,22.680099487304688,22.741300582885742,0
2025-04-22 10:00:00+02:00,22.73110008239746,22.73870086669922,22.666799545288086,22.68000030517578,31193
2025-04-22 11:00:00+02:00,22.72570037841797,22.74020004272461,22.68549919128418,22.729999542236328,27849
2025-04-22 12:00:00+02:00,22.722700119018555,22.74250030517578,22.69499969482422,22.715700149536133,19790
2025-04-22 13:00:00+02:00,22.67889976501465,22.734800338745117,22.645000457763672,22.729000091552734,20170
2025-04-22 14:00:00+02:00,22.790000915527344,22.794300079345703,22.666000366210938,22.690399169921875,14166
2025-04-22 15:00:00+02:00,22.892799377441406,22.91010093688965,22.786399841308594,22.786399841308594,14921
2025-04-22 16:00:00+02:00,23.006099700927734,23.039499282836914,22.883499145507812,22.892799377441406,8710
2025-04-22 17:00:00+02:00,23.017200469970703,23.05769920349121,23.0,23.006799697875977,8311
2025-04-23 09:00:00+02:00,23.734699249267578,23.739700317382812,23.62019920349121,23.674800872802734,0
2025-04-23 10:00:00+02:00,23.722700119018555,23.774999618530273,23.71929931640625,23.733400344848633,24003
2025-04-23 11:00:00+02:00,23.718900680541992,23.730899810791016,23.649999618530273,23.730899810791016,12396
2025-04-23 12:00:00+02:00,23.842599868774414,23.857999801635742,23.720500946044922,23.72640037536621,13585
2025-04-23 13:00:00+02:00,23.769899368286133,23.89069938659668,23.75429916381836,23.84000015258789,10342
2025-04-23 14:00:00+02:00,23.868099212646484,23.87420082092285,23.739999771118164,23.761999130249023,11062
2025-04-23 15:00:00+02:00,24.14310073852539,24.199399948120117,23.780000686645508,23.870100021362305,17563
2025-04-23 16:00:00+02:00,24.076499938964844,24.204599380493164,23.932300567626953,24.059999465942383,31019
2025-04-23 17:00:00+02:00,23.797100067138672,24.129899978637695,23.79290008544922,24.060300827026367,10367
2025-04-24 09:00:00+02:00,23.577699661254883,23.68950080871582,23.564199447631836,23.66200065612793,0
2025-04-24 10:00:00+02:00,23.53700065612793,23.594100952148438,23.493099212646484,23.56999969482422,13030
