Datetime,Close,High,Low,Open,Volume,RSI,MACD,MACD_signal,SMA_20,SMA_50,Bollinger_sup,Bollinger_inf,Stoch_K,Stoch_D,ADX,Plus_DI,Minus_DI
,ESE.PA,ESE.PA,ESE.PA,ESE.PA,ESE.PA,,,,,,,,,,,,
2024-11-28 14:00:00+01:00,28.576799392700195,28.58340072631836,28.53179931640625,28.546100616455078,0,,0.0,0.0,,,,,,,,,
2024-11-28 15:00:00+01:00,28.552000045776367,28.58009910583496,28.549999237060547,28.57200050354004,19501,,-0.001978295481102066,-0.0003956590962204132,,,,,,,,,
2024-11-28 16:00:00+01:00,28.552000045776367,28.577199935913086,28.524099349975586,28.552000045776367,18307,,-0.0035056974052594114,-0.0010176667580282129,,,,,,,,,
2024-11-28 17:00:00+01:00,28.564899444580078,28.572200775146484,28.549999237060547,28.55419921875,3323,,-0.0036334169865064325,-0.001540816803723857,,,,,,,,,
2024-11-29 09:00:00+01:00,28.509599685668945,28.524799346923828,28.485000610351562,28.49329948425293,0,,-0.00810345250334521,-0.002853343943648128,,,,,,,,,
2024-11-29 10:00:00+01:00,28.553800582885742,28.567699432373047,28.480499267578125,28.509599685668945,18803,,-0.007987272546209567,-0.0038801296641604163,,,,,,,,,
2024-11-29 11:00:00+01:00,28.533599853515625,28.564899444580078,28.509000778198242,28.564899444580078,17296,,-0.009416679509072878,-0.004987439633142909,,,,,,,,,
2024-11-29 12:00:00+01:00,28.542299270629883,28.552200317382812,28.520000457763672,28.532800674438477,19783,,-0.009735302066207652,-0.005937012119755858,,,,,,,,,
2024-11-29 13:00:00+01:00,28.516599655151367,28.572099685668945,28.507999420166016,28.538700103759766,14110,,-0.01192410328656024,-0.007134430353116734,,,,,,,,,
2024-11-29 14:00:00+01:00,28.491100311279297,28.52720069885254,28.480100631713867,28.515600204467773,21960,,-0.015537224514112324,-0.008814989185315853,,,,,,,,,
2024-11-29 15:00:00+01:00,28.564300537109375,28.57069969177246,28.48900032043457,28.489700317382812,10025,,-0.012351620856779988,-0.00952231551960868,,,,,,,,,
2024-11-29 16:00:00+01:00,28.5935001373291,28.619199752807617,28.566200256347656,28.570199966430664,23453,,-0.007385705485425831,-0.00909499351277211,,,,,,,,,
2024-11-29 17:00:00+01:00,28.637300491333008,28.64940071105957,28.594100952148438,28.596200942993164,8610,,8.318186834443964e-05,-0.007259358436548801,,,,,,,,,
2024-12-02 09:00:00+01:00,28.745100021362305,28.754499435424805,28.70039939880371,28.748300552368164,0,67.85500372324927,0.014533319006904577,-0.0029008229478581257,,,,,96.57454262358894,,,229.3834023224294,648.4884977471703
2024-12-02 10:00:00+01:00,28.701799392700195,28.741500854492188,28.68199920654297,28.73740005493164,32759,62.145382841978076,0.022234848450029432,0.0021263113317193864,,,,,80.79436134126675,,,226.2602949777897,670.1591868350748
2024-12-02 11:00:00+01:00,28.68440055847168,28.725200653076172,28.67009925842285,28.69499969482422,33746,63.052143893982354,0.02662748048609842,0.007026545162595194,,,,,74.4536506700773,83.94085154497766,,219.75517688371448,640.7491648772485
2024-12-02 12:00:00+01:00,28.697799682617188,28.69879913330078,28.665000915527344,28.686199188232422,16827,64.00310687579457,0.030834430241224453,0.011788122178321047,,,,,79.33673469387756,78.19491556840721,,224.74377581028304,621.0452645911516
2024-12-02 13:00:00+01:00,28.779699325561523,28.790000915527344,28.670000076293945,28.69700050354004,17619,68.21580038755302,0.040312388828507295,0.017492975508358297,,,,,96.67583719541842,83.48874085312443,,336.23309111685137,518.7375773523565
2024-12-02 14:00:00+01:00,28.784000396728516,28.789899826049805,28.754199981689453,28.783700942993164,28258,75.47356231474497,0.047621844808180214,0.023518749368322683,,,,,98.06372594274883,91.35876594401493,,352.67428144578116,573.8427484105397
2024-12-02 15:00:00+01:00,28.899900436401367,28.899900436401367,28.755199432373047,28.7721004486084,47449,78.35498106084282,0.062051514682870845,0.031225302431232317,28.624024963378908,,28.84814697151123,28.399902955246585,100.0,98.24652104605575,,429.29352246800914,539.5214760440433
2024-12-02 16:00:00+01:00,28.88610076904297,28.92889976501465,28.864599227905273,28.889999389648438,28820,79.1855117871491,0.07154884365943559,0.039290010676872975,28.639490032196044,,28.890913688216656,28.38806637617543,90.46366340841479,96.17579645038786,,425.57433794534427,651.6317078207511
2024-12-02 17:00:00+01:00,28.85379981994629,28.922700881958008,28.825700759887695,28.8799991607666,13889,74.82081522234718,0.0755976855945093,0.04655154566040024,28.65458002090454,,28.91974564642527,28.38941439538381,83.26646833829155,91.2433772489021,,398.919305568102,648.5700432683356
